"file","action","title","category","renderedChars","renderedWords","steps","sources","uniqueSourceHosts","issues"
"bios-bios-secure-boot-068.mdx","keep","BIOS: ошибка Secure Boot — как исправить","BIOS и UEFI","4237","541","7","4","2",""
"bios-bios-usb-071.mdx","keep","BIOS: не запускается с USB — как исправить","BIOS и UEFI","4228","541","7","4","2",""
"bios-ne-sohranyaet-nastroyki.mdx","keep","BIOS: не сохраняет настройки — как исправить","BIOS и UEFI","3837","492","6","4","2",""
"bios-ne-vidit-zagruzochnyy-disk.mdx","keep","BIOS: не видит загрузочный диск — как исправить","BIOS и UEFI","3840","493","6","4","2",""
"bios-sbrosilsya-posle-obnovleniya.mdx","keep","BIOS: сбросился после обновления — как исправить","BIOS и UEFI","3841","492","6","4","2",""
"bios-secure-boot-secure-boot-074.mdx","keep","Secure Boot: ошибка Secure Boot — как исправить","BIOS и UEFI","4272","546","7","4","2",""
"bios-uefi-bios-update-not-detected.mdx","keep","BIOS Update: не определяется системой","BIOS и UEFI","3962","512","6","4","2",""
"bios-uefi-kuler-v-bios-access-denied.mdx","keep","кулер в BIOS: показывает отказ в доступе","BIOS и UEFI","4094","546","6","3","3",""
"bios-uefi-kuler-v-bios-crash-on-open.mdx","keep","кулер в BIOS: падает при открытии файла или проекта","BIOS и UEFI","4090","545","6","3","3",""
"bios-uefi-kuler-v-bios-does-not-start.mdx","keep","кулер в BIOS: не запускается после обновления","BIOS и UEFI","4065","542","6","3","3",""
"bios-uefi-kuler-v-bios-settings-reset.mdx","keep","кулер в BIOS: сбрасывает настройки после перезапуска","BIOS и UEFI","4096","541","6","3","3",""
"bios-uefi-kuler-v-bios-slow-response.mdx","keep","кулер в BIOS: работает заметно медленнее обычного","BIOS и UEFI","4110","545","6","3","3",""
"bios-uefi-legacy-boot-access-denied.mdx","keep","Legacy boot: показывает отказ в доступе","BIOS и UEFI","4089","541","6","3","3",""
"bios-uefi-legacy-boot-crash-on-open.mdx","keep","Legacy boot: падает при открытии файла или проекта","BIOS и UEFI","4085","540","6","3","3",""
"bios-uefi-legacy-boot-does-not-start.mdx","keep","Legacy boot: не запускается после обновления","BIOS и UEFI","4060","537","6","3","3",""
"bios-uefi-legacy-boot-settings-reset.mdx","keep","Legacy boot: сбрасывает настройки после перезапуска","BIOS и UEFI","4091","536","6","3","3",""
"bios-uefi-legacy-boot-slow-response.mdx","keep","Legacy boot: работает заметно медленнее обычного","BIOS и UEFI","4105","540","6","3","3",""
"bios-uefi-legacy-boot-update-loop.mdx","keep","Legacy boot: застревает в цикле обновления","BIOS и UEFI","4103","542","6","3","3",""
"bios-uefi-nastroyki-cmos-access-denied.mdx","keep","настройки CMOS: показывает отказ в доступе","BIOS и UEFI","4104","541","6","3","3",""
"bios-uefi-nastroyki-cmos-crash-on-open.mdx","keep","настройки CMOS: падает при открытии файла или проекта","BIOS и UEFI","4100","540","6","3","3",""
"bios-uefi-nastroyki-cmos-does-not-start.mdx","keep","настройки CMOS: не запускается после обновления","BIOS и UEFI","4075","537","6","3","3",""
"bios-uefi-nastroyki-cmos-settings-reset.mdx","keep","настройки CMOS: сбрасывает настройки после перезапуска","BIOS и UEFI","4106","536","6","3","3",""
"bios-uefi-nastroyki-cmos-slow-response.mdx","keep","настройки CMOS: работает заметно медленнее обычного","BIOS и UEFI","4120","540","6","3","3",""
"bios-uefi-nastroyki-cmos-update-loop.mdx","keep","настройки CMOS: застревает в цикле обновления","BIOS и UEFI","4118","542","6","3","3",""
"bios-uefi-nvme-066.mdx","keep","UEFI: не видит NVMe — как исправить","BIOS и UEFI","4232","541","7","4","2",""
"bios-uefi-obnovlenie-bios-access-denied.mdx","keep","обновление BIOS: показывает отказ в доступе","BIOS и UEFI","4109","541","6","3","3",""
"bios-uefi-obnovlenie-bios-crash-on-open.mdx","keep","обновление BIOS: падает при открытии файла или проекта","BIOS и UEFI","4105","540","6","3","3",""
"bios-uefi-obnovlenie-bios-does-not-start.mdx","keep","обновление BIOS: не запускается после обновления","BIOS и UEFI","4080","537","6","3","3",""
"bios-uefi-obnovlenie-bios-settings-reset.mdx","keep","обновление BIOS: сбрасывает настройки после перезапуска","BIOS и UEFI","4111","536","6","3","3",""
"bios-uefi-obnovlenie-bios-slow-response.mdx","keep","обновление BIOS: работает заметно медленнее обычного","BIOS и UEFI","4125","540","6","3","3",""
"bios-uefi-obnovlenie-bios-update-loop.mdx","keep","обновление BIOS: застревает в цикле обновления","BIOS и UEFI","4123","542","6","3","3",""
"bios-uefi-poryadok-zagruzki-uefi-access-denied.mdx","keep","порядок загрузки UEFI: показывает отказ в доступе","BIOS и UEFI","4139","546","6","3","3",""
"bios-uefi-poryadok-zagruzki-uefi-crash-on-open.mdx","keep","порядок загрузки UEFI: падает при открытии файла или проекта","BIOS и UEFI","4135","545","6","3","3",""
